Year,Month,Sex,Deaths,Age_group,Population
2013,7,Female,4736,55_59,10781000
2013,7,Female,5934,60_64,9387000
2013,7,Female,7228,65_69,7537000
2013,7,Female,8506,70_74,5561000
2013,7,Female,10281,75_79,4364000
2013,7,Female,13762,80_84,3202000
2013,7,Female,37573,85_99,3325000
2013,7,Male,1160,00_04,10176000
2013,7,Male,125,05_09,10490000
2013,7,Male,169,10_14,10558000
2013,7,Male,600,15_19,10672000
2013,7,Male,1337,20_24,11134000
2013,7,Male,1370,25_29,10628000
2013,7,Male,1465,30_34,10189000
2013,7,Male,1555,35_39,9461000
2013,7,Male,2108,40_44,10162000
2013,7,Male,3398,45_49,10319000
2013,7,Male,5684,50_54,10926000
2013,7,Male,7876,55_59,10099000
2013,7,Male,9180,60_64,8224000
2013,7,Male,10103,65_69,6900000
2013,7,Male,10615,70_74,4704000
2013,7,Male,11294,75_79,3233000
2013,7,Male,13187,80_84,2490000
2013,7,Male,22693,85_99,1971000
2013,8,Female,905,00_04,9741000
2013,8,Female,84,05_09,10046000
2013,8,Female,102,10_14,10082000
2013,8,Female,241,15_19,10299000
2013,8,Female,397,20_24,11019000
2013,8,Female,495,25_29,10510000
2013,8,Female,714,30_34,10470000
2013,8,Female,860,35_39,9759000
2013,8,Female,1340,40_44,10495000
2013,8,Female,2150,45_49,10742000
2013,8,Female,3521,50_54,11460000
2013,8,Female,4815,55_59,10781000
2013,8,Female,5765,60_64,9387000
2013,8,Female,7211,65_69,7537000
2013,8,Female,8496,70_74,5561000
2013,8,Female,10340,75_79,4364000
2013,8,Female,13739,80_84,3202000
2013,8,Female,37907,85_99,3325000
2013,8,Male,1135,00_04,10176000
2013,8,Male,126,05_09,10490000
2013,8,Male,144,10_14,10558000
2013,8,Male,632,15_19,10672000
2013,8,Male,1250,20_24,11134000
2013,8,Male,1351,25_29,10628000
2013,8,Male,1411,30_34,10189000
2013,8,Male,1546,35_39,9461000
2013,8,Male,2168,40_44,10162000
2013,8,Male,3401,45_49,10319000
2013,8,Male,5602,50_54,10926000
2013,8,Male,7711,55_59,10099000
2013,8,Male,9116,60_64,8224000
2013,8,Male,9895,65_69,6900000
2013,8,Male,10676,70_74,4704000
2013,8,Male,11588,75_79,3233000
2013,8,Male,13298,80_84,2490000
2013,8,Male,22643,85_99,1971000
2013,9,Female,837,00_04,9741000
2013,9,Female,80,05_09,10046000
2013,9,Female,100,10_14,10082000
2013,9,Female,200,15_19,10299000
2013,9,Female,401,20_24,11019000
2013,9,Female,488,25_29,10510000
2013,9,Female,599,30_34,10470000
2013,9,Female,844,35_39,9759000
2013,9,Female,1297,40_44,10495000
2013,9,Female,2080,45_49,10742000
2013,9,Female,3378,50_54,11460000
2013,9,Female,4511,55_59,10781000
2013,9,Female,5739,60_64,9387000
2013,9,Female,7109,65_69,7537000
2013,9,Female,8332,70_74,5561000
2013,9,Female,9932,75_79,4364000
2013,9,Female,13491,80_84,3202000
2013,9,Female,37170,85_99,3325000
2013,9,Male,1125,00_04,10176000
2013,9,Male,92,05_09,10490000
2013,9,Male,147,10_14,10558000
2013,9,Male,563,15_19,10672000
2013,9,Male,1158,20_24,11134000
2013,9,Male,1244,25_29,10628000
2013,9,Male,1441,30_34,10189000
2013,9,Male,1404,35_39,9461000
2013,9,Male,2040,40_44,10162000
2013,9,Male,3137,45_49,10319000
2013,9,Male,5262,50_54,10926000
2013,9,Male,7444,55_59,10099000
2013,9,Male,8864,60_64,8224000
2013,9,Male,9753,65_69,6900000
2013,9,Male,10198,70_74,4704000
2013,9,Male,11238,75_79,3233000
2013,9,Male,12766,80_84,2490000
2013,9,Male,22548,85_99,1971000
2013,10,Female,902,00_04,9741000
2013,10,Female,72,05_09,10046000
2013,10,Female,96,10_14,10082000
2013,10,Female,219,15_19,10299000
2013,10,Female,428,20_24,11019000
2013,10,Female,486,25_29,10510000
2013,10,Female,669,30_34,10470000
2013,10,Female,877,35_39,9759000
2013,10,Female,1339,40_44,10495000
2013,10,Female,2118,45_49,10742000
2013,10,Female,3636,50_54,11460000
2013,10,Female,4916,55_59,10781000
2013,10,Female,5975,60_64,9387000
2013,10,Female,7445,65_69,7537000
2013,10,Female,8914,70_74,5561000
2013,10,Female,10857,75_79,4364000
2013,10,Female,14074,80_84,3202000
2013,10,Female,40200,85_99,3325000
2013,10,Male,1115,00_04,10176000
2013,10,Male,111,05_09,10490000
2013,10,Male,117,10_14,10558000
2013,10,Male,545,15_19,10672000
2013,10,Male,1134,20_24,11134000
2013,10,Male,1240,25_29,10628000
2013,10,Male,1316,30_34,10189000
2013,10,Male,1473,35_39,9461000
2013,10,Male,2117,40_44,10162000
2013,10,Male,3312,45_49,10319000
2013,10,Male,5462,50_54,10926000
2013,10,Male,7748,55_59,10099000
2013,10,Male,9367,60_64,8224000
2013,10,Male,10343,65_69,6900000
2013,10,Male,11159,70_74,4704000
2013,10,Male,12058,75_79,3233000
2013,10,Male,13638,80_84,2490000
2013,10,Male,24265,85_99,1971000
2013,11,Female,810,00_04,9741000
2013,11,Female,86,05_09,10046000
2013,11,Female,76,10_14,10082000
2013,11,Female,223,15_19,10299000
2013,11,Female,408,20_24,11019000
2013,11,Female,480,25_29,10510000
2013,11,Female,664,30_34,10470000
2013,11,Female,853,35_39,9759000
2013,11,Female,1362,40_44,10495000
2013,11,Female,2128,45_49,10742000
2013,11,Female,3467,50_54,11460000
2013,11,Female,4865,55_59,10781000
2013,11,Female,6088,60_64,9387000
2013,11,Female,7479,65_69,7537000
2013,11,Female,8590,70_74,5561000
2013,11,Female,10725,75_79,4364000
2013,11,Female,14398,80_84,3202000
2013,11,Female,40316,85_99,3325000
2013,11,Male,1044,00_04,10176000
2013,11,Male,100,05_09,10490000
2013,11,Male,149,10_14,10558000
2013,11,Male,547,15_19,10672000
2013,11,Male,1124,20_24,11134000
2013,11,Male,1255,25_29,10628000
2013,11,Male,1368,30_34,10189000
2013,11,Male,1464,35_39,9461000
2013,11,Male,2131,40_44,10162000
2013,11,Male,3290,45_49,10319000
2013,11,Male,5594,50_54,10926000
2013,11,Male,7745,55_59,10099000
2013,11,Male,9261,60_64,8224000
2013,11,Male,10355,65_69,6900000
2013,11,Male,11240,70_74,4704000
2013,11,Male,12017,75_79,3233000
2013,11,Male,13641,80_84,2490000
2013,11,Male,24433,85_99,1971000
2013,12,Female,896,00_04,9741000
2013,12,Female,82,05_09,10046000
2013,12,Female,96,10_14,10082000
2013,12,Female,242,15_19,10299000
2013,12,Female,406,20_24,11019000
2013,12,Female,531,25_29,10510000
2013,12,Female,659,30_34,10470000
2013,12,Female,919,35_39,9759000
2013,12,Female,1429,40_44,10495000
2013,12,Female,2356,45_49,10742000
2013,12,Female,3899,50_54,11460000
2013,12,Female,5377,55_59,10781000
2013,12,Female,6716,60_64,9387000
2013,12,Female,8064,65_69,7537000
2013,12,Female,9499,70_74,5561000
2013,12,Female,11397,75_79,4364000
2013,12,Female,15686,80_84,3202000
2013,12,Female,43708,85_99,3325000
2013,12,Male,1111,00_04,10176000
2013,12,Male,112,05_09,10490000
2013,12,Male,140,10_14,10558000
2013,12,Male,536,15_19,10672000
2013,12,Male,1181,20_24,11134000
2013,12,Male,1278,25_29,10628000
2013,12,Male,1463,30_34,10189000
2013,12,Male,1551,35_39,9461000
2013,12,Male,2214,40_44,10162000
2013,12,Male,3532,45_49,10319000
2013,12,Male,6066,50_54,10926000
2013,12,Male,8519,55_59,10099000
2013,12,Male,10342,60_64,8224000
2013,12,Male,11366,65_69,6900000
2013,12,Male,12075,70_74,4704000
2013,12,Male,13195,75_79,3233000
2013,12,Male,14924,80_84,2490000
2013,12,Male,26441,85_99,1971000
2014,1,Female,875,00_04,9711000
2014,1,Female,99,05_09,10039000
2014,1,Female,86,10_14,10097000
2014,1,Female,231,15_19,10221000
2014,1,Female,446,20_24,11035000
2014,1,Female,600,25_29,10653000
2014,1,Female,764,30_34,10598000
2014,1,Female,994,35_39,9852000
2014,1,Female,1576,40_44,10345000
2014,1,Female,2553,45_49,10520000
2014,1,Female,4219,50_54,11447000
2014,1,Female,5887,55_59,10916000
2014,1,Female,7201,60_64,9627000
2014,1,Female,8591,65_69,7893000
2014,1,Female,10098,70_74,5825000
2014,1,Female,12247,75_79,4429000
2014,1,Female,16371,80_84,3244000
2014,1,Female,45740,85_99,3354000
2014,1,Male,1143,00_04,10154000
2014,1,Male,130,05_09,10483000
2014,1,Male,147,10_14,10545000
2014,1,Male,576,15_19,10585000
2014,1,Male,1118,20_24,11243000
2014,1,Male,1213,25_29,10822000
2014,1,Male,1450,30_34,10377000
2014,1,Male,1661,35_39,9555000
2014,1,Male,2366,40_44,10037000
2014,1,Male,3765,45_49,10148000
2014,1,Male,6347,50_54,10908000
2014,1,Male,9287,55_59,10193000
2014,1,Male,11027,60_64,8812000
2014,1,Male,11960,65_69,7093000
2014,1,Male,12696,70_74,4980000
2014,1,Male,13938,75_79,3374000
2014,1,Male,15731,80_84,2383000
2014,1,Male,27905,85_99,1901000
2014,2,Female,794,00_04,9711000
2014,2,Female,80,05_09,10039000
2014,2,Female,84,10_14,10097000
2014,2,Female,209,15_19,10221000
2014,2,Female,385,20_24,11035000
2014,2,Female,482,25_29,10653000
2014,2,Female,649,30_34,10598000
2014,2,Female,909,35_39,9852000
2014,2,Female,1352,40_44,10345000
2014,2,Female,2146,45_49,10520000
2014,2,Female,3613,50_54,11447000
2014,2,Female,5054,55_59,10916000
2014,2,Female,6023,60_64,9627000
2014,2,Female,7297,65_69,7893000
2014,2,Female,8760,70_74,5825000
2014,2,Female,10773,75_79,4429000
2014,2,Female,14402,80_84,3244000
2014,2,Female,40226,85_99,3354000
2014,2,Male,1040,00_04,10154000
2014,2,Male,88,05_09,10483000
2014,2,Male,147,10_14,10545000
2014,2,Male,416,15_19,10585000
2014,2,Male,1033,20_24,11243000
2014,2,Male,1210,25_29,10822000
2014,2,Male,1276,30_34,10377000
2014,2,Male,1390,35_39,9555000
2014,2,Male,1938,40_44,10037000
2014,2,Male,3126,45_49,10148000
2014,2,Male,5557,50_54,10908000
2014,2,Male,7845,55_59,10193000
2014,2,Male,9454,60_64,8812000
2014,2,Male,10559,65_69,7093000
2014,2,Male,11110,70_74,4980000
2014,2,Male,12205,75_79,3374000
2014,2,Male,13625,80_84,2383000
2014,2,Male,24812,85_99,1901000
2014,3,Female,904,00_04,9711000
2014,3,Female,93,05_09,10039000
2014,3,Female,77,10_14,10097000
2014,3,Female,245,15_19,10221000
2014,3,Female,434,20_24,11035000
2014,3,Female,549,25_29,10653000
2014,3,Female,706,30_34,10598000
2014,3,Female,911,35_39,9852000
2014,3,Female,1413,40_44,10345000
2014,3,Female,2258,45_49,10520000
2014,3,Female,3815,50_54,11447000
2014,3,Female,5253,55_59,10916000
2014,3,Female,6545,60_64,9627000
2014,3,Female,8145,65_69,7893000
2014,3,Female,9642,70_74,5825000
2014,3,Female,11573,75_79,4429000
2014,3,Female,15360,80_84,3244000
2014,3,Female,43880,85_99,3354000
2014,3,Male,1101,00_04,10154000
2014,3,Male,113,05_09,10483000
2014,3,Male,164,10_14,10545000
2014,3,Male,532,15_19,10585000
2014,3,Male,1201,20_24,11243000
2014,3,Male,1172,25_29,10822000
2014,3,Male,1363,30_34,10377000
2014,3,Male,1502,35_39,9555000
2014,3,Male,2195,40_44,10037000
2014,3,Male,3448,45_49,10148000
2014,3,Male,5728,50_54,10908000
2014,3,Male,8238,55_59,10193000
2014,3,Male,10009,60_64,8812000
2014,3,Male,11063,65_69,7093000
2014,3,Male,12126,70_74,4980000
2014,3,Male,13199,75_79,3374000
2014,3,Male,14674,80_84,2383000
2014,3,Male,26672,85_99,1901000
2014,4,Female,858,00_04,9711000
2014,4,Female,79,05_09,10039000
2014,4,Female,115,10_14,10097000
2014,4,Female,221,15_19,10221000
2014,4,Female,380,20_24,11035000
2014,4,Female,515,25_29,10653000
2014,4,Female,632,30_34,10598000
2014,4,Female,822,35_39,9852000
2014,4,Female,1351,40_44,10345000
2014,4,Female,2053,45_49,10520000
2014,4,Female,3594,50_54,11447000
2014,4,Female,5005,55_59,10916000
2014,4,Female,6031,60_64,9627000
2014,4,Female,7628,65_69,7893000
2014,4,Female,9015,70_74,5825000
2014,4,Female,10938,75_79,4429000
2014,4,Female,14446,80_84,3244000
2014,4,Female,41081,85_99,3354000
2014,4,Male,1137,00_04,10154000
2014,4,Male,102,05_09,10483000
2014,4,Male,132,10_14,10545000
2014,4,Male,528,15_19,10585000
2014,4,Male,1123,20_24,11243000
2014,4,Male,1285,25_29,10822000
2014,4,Male,1324,30_34,10377000
2014,4,Male,1537,35_39,9555000
2014,4,Male,2101,40_44,10037000
2014,4,Male,3172,45_49,10148000
2014,4,Male,5494,50_54,10908000
2014,4,Male,7848,55_59,10193000
2014,4,Male,9459,60_64,8812000
2014,4,Male,10745,65_69,7093000
2014,4,Male,11450,70_74,4980000
2014,4,Male,12254,75_79,3374000
2014,4,Male,13703,80_84,2383000
2014,4,Male,25311,85_99,1901000
2014,5,Female,906,00_04,9711000
2014,5,Female,73,05_09,10039000
2014,5,Female,86,10_14,10097000
2014,5,Female,195,15_19,10221000
2014,5,Female,374,20_24,11035000
2014,5,Female,492,25_29,10653000
2014,5,Female,657,30_34,10598000
2014,5,Female,928,35_39,9852000
2014,5,Female,1368,40_44,10345000
2014,5,Female,2107,45_49,10520000
2014,5,Female,3615,50_54,11447000
2014,5,Female,5043,55_59,10916000
2014,5,Female,6128,60_64,9627000
2014,5,Female,7842,65_69,7893000
2014,5,Female,9169,70_74,5825000
2014,5,Female,10986,75_79,4429000
2014,5,Female,14579,80_84,3244000
2014,5,Female,41304,85_99,3354000
2014,5,Male,1152,00_04,10154000
2014,5,Male,117,05_09,10483000
2014,5,Male,149,10_14,10545000
2014,5,Male,577,15_19,10585000
2014,5,Male,1228,20_24,11243000
2014,5,Male,1388,25_29,10822000
2014,5,Male,1461,30_34,10377000
2014,5,Male,1475,35_39,9555000
2014,5,Male,2133,40_44,10037000
2014,5,Male,3229,45_49,10148000
2014,5,Male,5416,50_54,10908000
2014,5,Male,7949,55_59,10193000
2014,5,Male,9584,60_64,8812000
2014,5,Male,10608,65_69,7093000
2014,5,Male,11506,70_74,4980000
2014,5,Male,12543,75_79,3374000
2014,5,Male,13567,80_84,2383000
2014,5,Male,24879,85_99,1901000
2014,6,Female,845,00_04,9711000
2014,6,Female,87,05_09,10039000
2014,6,Female,105,10_14,10097000
2014,6,Female,233,15_19,10221000
2014,6,Female,375,20_24,11035000
2014,6,Female,467,25_29,10653000
2014,6,Female,639,30_34,10598000
2014,6,Female,913,35_39,9852000
2014,6,Female,1332,40_44,10345000
2014,6,Female,2032,45_49,10520000
2014,6,Female,3396,50_54,11447000
2014,6,Female,4782,55_59,10916000
2014,6,Female,5984,60_64,9627000
2014,6,Female,7397,65_69,7893000
2014,6,Female,8504,70_74,5825000
2014,6,Female,10357,75_79,4429000
2014,6,Female,13549,80_84,3244000
2014,6,Female,37892,85_99,3354000
2014,6,Male,1089,00_04,10154000
2014,6,Male,127,05_09,10483000
2014,6,Male,160,10_14,10545000
2014,6,Male,621,15_19,10585000
2014,6,Male,1228,20_24,11243000
2014,6,Male,1342,25_29,10822000
2014,6,Male,1437,30_34,10377000
2014,6,Male,1496,35_39,9555000
2014,6,Male,2014,40_44,10037000
2014,6,Male,3193,45_49,10148000
2014,6,Male,5517,50_54,10908000
2014,6,Male,7615,55_59,10193000
2014,6,Male,9143,60_64,8812000
2014,6,Male,10220,65_69,7093000
2014,6,Male,10770,70_74,4980000
2014,6,Male,11577,75_79,3374000
2014,6,Male,13036,80_84,2383000
2014,6,Male,23293,85_99,1901000
2014,7,Female,850,00_04,9711000
2014,7,Female,90,05_09,10039000
2014,7,Female,106,10_14,10097000
2014,7,Female,214,15_19,10221000
2014,7,Female,413,20_24,11035000
2014,7,Female,547,25_29,10653000
2014,7,Female,643,30_34,10598000
2014,7,Female,863,35_39,9852000
2014,7,Female,1296,40_44,10345000
2014,7,Female,2117,45_49,10520000
2014,7,Female,3488,50_54,11447000
2014,7,Female,4937,55_59,10916000
2014,7,Female,6106,60_64,9627000
2014,7,Female,7395,65_69,7893000
2014,7,Female,8794,70_74,5825000
2014,7,Female,10664,75_79,4429000
2014,7,Female,13804,80_84,3244000
2014,7,Female,38619,85_99,3354000
2014,7,Male,1121,00_04,10154000
2014,7,Male,129,05_09,10483000
2014,7,Male,162,10_14,10545000
2014,7,Male,639,15_19,10585000
2014,7,Male,1267,20_24,11243000
2014,7,Male,1304,25_29,10822000
2014,7,Male,1437,30_34,10377000
2014,7,Male,1512,35_39,9555000
2014,7,Male,2125,40_44,10037000
2014,7,Male,3379,45_49,10148000
2014,7,Male,5548,50_54,10908000
2014,7,Male,7928,55_59,10193000
2014,7,Male,9406,60_64,8812000
2014,7,Male,10590,65_69,7093000
2014,7,Male,11281,70_74,4980000
2014,7,Male,11755,75_79,3374000
2014,7,Male,13289,80_84,2383000
2014,7,Male,23546,85_99,1901000
2014,8,Female,894,00_04,9711000
2014,8,Female,86,05_09,10039000
2014,8,Female,101,10_14,10097000
2014,8,Female,245,15_19,10221000
2014,8,Female,412,20_24,11035000
2014,8,Female,527,25_29,10653000
2014,8,Female,680,30_34,10598000
2014,8,Female,919,35_39,9852000
2014,8,Female,1358,40_44,10345000
2014,8,Female,2027,45_49,10520000
2014,8,Female,3583,50_54,11447000
2014,8,Female,4935,55_59,10916000
2014,8,Female,6044,60_64,9627000
2014,8,Female,7285,65_69,7893000
2014,8,Female,8849,70_74,5825000
2014,8,Female,10405,75_79,4429000
2014,8,Female,13633,80_84,3244000
2014,8,Female,38500,85_99,3354000
2014,8,Male,1114,00_04,10154000
2014,8,Male,134,05_09,10483000
2014,8,Male,164,10_14,10545000
2014,8,Male,655,15_19,10585000
2014,8,Male,1235,20_24,11243000
2014,8,Male,1356,25_29,10822000
2014,8,Male,1526,30_34,10377000
2014,8,Male,1588,35_39,9555000
2014,8,Male,2112,40_44,10037000
2014,8,Male,3293,45_49,10148000
2014,8,Male,5548,50_54,10908000
2014,8,Male,7754,55_59,10193000
2014,8,Male,9306,60_64,8812000
2014,8,Male,10467,65_69,7093000
2014,8,Male,11243,70_74,4980000
2014,8,Male,11540,75_79,3374000
2014,8,Male,13048,80_84,2383000
2014,8,Male,23583,85_99,1901000
2014,9,Female,836,00_04,9711000
2014,9,Female,79,05_09,10039000
2014,9,Female,71,10_14,10097000
2014,9,Female,243,15_19,10221000
2014,9,Female,377,20_24,11035000
2014,9,Female,550,25_29,10653000
2014,9,Female,697,30_34,10598000
2014,9,Female,840,35_39,9852000
2014,9,Female,1264,40_44,10345000
2014,9,Female,2059,45_49,10520000
2014,9,Female,3491,50_54,11447000
2014,9,Female,4786,55_59,10916000
2014,9,Female,5933,60_64,9627000
2014,9,Female,7363,65_69,7893000
2014,9,Female,8730,70_74,5825000
2014,9,Female,10296,75_79,4429000
2014,9,Female,13582,80_84,3244000
2014,9,Female,38316,85_99,3354000
2014,9,Male,1054,00_04,10154000
2014,9,Male,93,05_09,10483000
2014,9,Male,134,10_14,10545000
2014,9,Male,536,15_19,10585000
2014,9,Male,1201,20_24,11243000
2014,9,Male,1344,25_29,10822000
2014,9,Male,1443,30_34,10377000
2014,9,Male,1603,35_39,9555000
2014,9,Male,2050,40_44,10037000
2014,9,Male,3144,45_49,10148000
2014,9,Male,5297,50_54,10908000
2014,9,Male,7538,55_59,10193000
2014,9,Male,9114,60_64,8812000
2014,9,Male,10218,65_69,7093000
2014,9,Male,10879,70_74,4980000
2014,9,Male,11695,75_79,3374000
2014,9,Male,12943,80_84,2383000
2014,9,Male,23510,85_99,1901000
2014,10,Female,904,00_04,9711000
2014,10,Female,69,05_09,10039000
2014,10,Female,107,10_14,10097000
2014,10,Female,227,15_19,10221000
2014,10,Female,467,20_24,11035000
2014,10,Female,529,25_29,10653000
2014,10,Female,687,30_34,10598000
2014,10,Female,890,35_39,9852000
2014,10,Female,1394,40_44,10345000
2014,10,Female,2137,45_49,10520000
2014,10,Female,3701,50_54,11447000
2014,10,Female,5004,55_59,10916000
2014,10,Female,6420,60_64,9627000
2014,10,Female,7890,65_69,7893000
2014,10,Female,9055,70_74,5825000
2014,10,Female,11010,75_79,4429000
2014,10,Female,14434,80_84,3244000
2014,10,Female,40944,85_99,3354000
2014,10,Male,1100,00_04,10154000
2014,10,Male,114,05_09,10483000
2014,10,Male,126,10_14,10545000
2014,10,Male,603,15_19,10585000
2014,10,Male,1253,20_24,11243000
2014,10,Male,1328,25_29,10822000
2014,10,Male,1468,30_34,10377000
2014,10,Male,1569,35_39,9555000
2014,10,Male,2052,40_44,10037000
2014,10,Male,3264,45_49,10148000
2014,10,Male,5492,50_54,10908000
2014,10,Male,7980,55_59,10193000
2014,10,Male,9839,60_64,8812000
2014,10,Male,10935,65_69,7093000
2014,10,Male,11548,70_74,4980000
2014,10,Male,12355,75_79,3374000
2014,10,Male,14059,80_84,2383000
2014,10,Male,25144,85_99,1901000
2014,11,Female,858,00_04,9711000
2014,11,Female,77,05_09,10039000
2014,11,Female,85,10_14,10097000
2014,11,Female,269,15_19,10221000
2014,11,Female,441,20_24,11035000
2014,11,Female,511,25_29,10653000
2014,11,Female,718,30_34,10598000
2014,11,Female,950,35_39,9852000
2014,11,Female,1361,40_44,10345000
2014,11,Female,2142,45_49,10520000
2014,11,Female,3635,50_54,11447000
2014,11,Female,5113,55_59,10916000
2014,11,Female,6279,60_64,9627000
2014,11,Female,7768,65_69,7893000
2014,11,Female,9259,70_74,5825000
2014,11,Female,11296,75_79,4429000
2014,11,Female,14636,80_84,3244000
2014,11,Female,42001,85_99,3354000
2014,11,Male,1062,00_04,10154000
2014,11,Male,112,05_09,10483000
2014,11,Male,137,10_14,10545000
2014,11,Male,611,15_19,10585000
2014,11,Male,1237,20_24,11243000
2014,11,Male,1385,25_29,10822000
2014,11,Male,1477,30_34,10377000
2014,11,Male,1603,35_39,9555000
2014,11,Male,2093,40_44,10037000
2014,11,Male,3131,45_49,10148000
2014,11,Male,5544,50_54,10908000
2014,11,Male,7921,55_59,10193000
2014,11,Male,9748,60_64,8812000
2014,11,Male,11034,65_69,7093000
2014,11,Male,11762,70_74,4980000
2014,11,Male,12588,75_79,3374000
2014,11,Male,14068,80_84,2383000
2014,11,Male,26217,85_99,1901000
2014,12,Female,899,00_04,9711000
2014,12,Female,94,05_09,10039000
2014,12,Female,105,10_14,10097000
2014,12,Female,237,15_19,10221000
2014,12,Female,444,20_24,11035000
2014,12,Female,567,25_29,10653000
2014,12,Female,739,30_34,10598000
2014,12,Female,914,35_39,9852000
2014,12,Female,1456,40_44,10345000
2014,12,Female,2169,45_49,10520000
2014,12,Female,3742,50_54,11447000
2014,12,Female,5496,55_59,10916000
2014,12,Female,6891,60_64,9627000
2014,12,Female,8606,65_69,7893000
2014,12,Female,10137,70_74,5825000
2014,12,Female,12425,75_79,4429000
2014,12,Female,16613,80_84,3244000
2014,12,Female,47772,85_99,3354000
2014,12,Male,1047,00_04,10154000
2014,12,Male,107,05_09,10483000
2014,12,Male,161,10_14,10545000
2014,12,Male,577,15_19,10585000
2014,12,Male,1258,20_24,11243000
2014,12,Male,1380,25_29,10822000
2014,12,Male,1521,30_34,10377000
2014,12,Male,1683,35_39,9555000
2014,12,Male,2153,40_44,10037000
2014,12,Male,3324,45_49,10148000
2014,12,Male,5857,50_54,10908000
2014,12,Male,8411,55_59,10193000
2014,12,Male,10496,60_64,8812000
2014,12,Male,11758,65_69,7093000
2014,12,Male,12797,70_74,4980000
2014,12,Male,13865,75_79,3374000
2014,12,Male,15611,80_84,2383000
2014,12,Male,29510,85_99,1901000
2015,1,Female,933,00_04,9731000
2015,1,Female,91,05_09,10020000
2015,1,Female,106,10_14,10113000
2015,1,Female,236,15_19,10231000
2015,1,Female,465,20_24,11014000
2015,1,Female,587,25_29,10884000
2015,1,Female,765,30_34,10695000
2015,1,Female,934,35_39,10086000
2015,1,Female,1442,40_44,10212000
2015,1,Female,2326,45_49,10465000
2015,1,Female,4002,50_54,11387000
2015,1,Female,5561,55_59,11090000
2015,1,Female,7241,60_64,9870000
2015,1,Female,9093,65_69,8337000
2015,1,Female,10782,70_74,6046000
2015,1,Female,13444,75_79,4422000
2015,1,Female,18267,80_84,3161000
2015,1,Female,55167,85_99,3589000
2015,1,Male,1146,00_04,10170000
2015,1,Male,115,05_09,10453000
2015,1,Male,148,10_14,10494000
2015,1,Male,633,15_19,10609000
2015,1,Male,1216,20_24,11201000
2015,1,Male,1321,25_29,10984000
2015,1,Male,1516,30_34,10444000
2015,1,Male,1693,35_39,9830000
2015,1,Male,2213,40_44,9791000
2015,1,Male,3557,45_49,10098000
2015,1,Male,6158,50_54,10846000
2015,1,Male,9078,55_59,10328000
2015,1,Male,10992,60_64,9128000
2015,1,Male,12610,65_69,7391000
2015,1,Male,13609,70_74,5163000
2015,1,Male,14891,75_79,3580000
2015,1,Male,17090,80_84,2318000
2015,1,Male,33053,85_99,1986000
2015,2,Female,864,00_04,9731000
2015,2,Female,88,05_09,10020000
2015,2,Female,100,10_14,10113000
2015,2,Female,223,15_19,10231000
2015,2,Female,365,20_24,11014000
2015,2,Female,539,25_29,10884000
2015,2,Female,674,30_34,10695000
2015,2,Female,839,35_39,10086000
2015,2,Female,1274,40_44,10212000
2015,2,Female,2011,45_49,10465000
2015,2,Female,3545,50_54,11387000
2015,2,Female,5126,55_59,11090000
2015,2,Female,6223,60_64,9870000
2015,2,Female,7934,65_69,8337000
2015,2,Female,9527,70_74,6046000
2015,2,Female,11596,75_79,4422000
2015,2,Female,15536,80_84,3161000
2015,2,Female,45314,85_99,3589000
2015,2,Male,1040,00_04,10170000
2015,2,Male,120,05_09,10453000
2015,2,Male,137,10_14,10494000
2015,2,Male,482,15_19,10609000
2015,2,Male,1019,20_24,11201000
2015,2,Male,1186,25_29,10984000
2015,2,Male,1357,30_34,10444000
2015,2,Male,1541,35_39,9830000
2015,2,Male,1987,40_44,9791000
2015,2,Male,2938,45_49,10098000
2015,2,Male,5407,50_54,10846000
2015,2,Male,7739,55_59,10328000
2015,2,Male,9828,60_64,9128000
2015,2,Male,11186,65_69,7391000
2015,2,Male,12001,70_74,5163000
2015,2,Male,12874,75_79,3580000
2015,2,Male,14594,80_84,2318000
2015,2,Male,27443,85_99,1986000
2015,3,Female,918,00_04,9731000
2015,3,Female,92,05_09,10020000
2015,3,Female,106,10_14,10113000
2015,3,Female,259,15_19,10231000
2015,3,Female,429,20_24,11014000
2015,3,Female,583,25_29,10884000
2015,3,Female,732,30_34,10695000
2015,3,Female,981,35_39,10086000
2015,3,Female,1398,40_44,10212000
2015,3,Female,2240,45_49,10465000
2015,3,Female,3802,50_54,11387000
2015,3,Female,5524,55_59,11090000
2015,3,Female,6983,60_64,9870000
2015,3,Female,8724,65_69,8337000
2015,3,Female,10364,70_74,6046000
2015,3,Female,12321,75_79,4422000
2015,3,Female,16037,80_84,3161000
2015,3,Female,47574,85_99,3589000
2015,3,Male,1133,00_04,10170000
2015,3,Male,124,05_09,10453000
2015,3,Male,155,10_14,10494000
2015,3,Male,532,15_19,10609000
2015,3,Male,1228,20_24,11201000
2015,3,Male,1451,25_29,10984000
2015,3,Male,1578,30_34,10444000
2015,3,Male,1693,35_39,9830000
2015,3,Male,2234,40_44,9791000
2015,3,Male,3343,45_49,10098000
2015,3,Male,5823,50_54,10846000
2015,3,Male,8655,55_59,10328000
2015,3,Male,10489,60_64,9128000
2015,3,Male,12128,65_69,7391000
2015,3,Male,12684,70_74,5163000
2015,3,Male,13615,75_79,3580000
2015,3,Male,15302,80_84,2318000
2015,3,Male,29155,85_99,1986000
2015,4,Female,850,00_04,9731000
2015,4,Female,71,05_09,10020000
